[[5.]],[[2.395335]]
[[4.]],[[2.40057452]]
[[3.]],[[2.36047105]]
[[3.]],[[2.40598]]
[[5.]],[[2.41243365]]
[[5.]],[[2.47460106]]
[[5.]],[[2.47642641]]
[[4.]],[[2.44433981]]
[[5.]],[[2.47526255]]
[[5.]],[[2.43780779]]
[[3.]],[[2.47658682]]
[[5.]],[[2.50692643]]
[[4.]],[[2.509786]]
[[5.]],[[2.50753808]]
[[5.]],[[2.47522934]]
[[4.]],[[2.51485432]]
[[3.]],[[2.39352995]]
[[2.]],[[2.25184247]]
[[2.]],[[2.45562701]]
[[5.]],[[2.25114464]]
[[5.]],[[2.48891928]]
[[5.]],[[2.4833286]]
[[5.]],[[2.50632297]]
[[4.]],[[2.49887264]]
[[5.]],[[2.53136334]]
[[3.]],[[2.51186364]]
[[5.]],[[2.51316945]]
[[4.]],[[2.44715549]]
[[4.]],[[2.26158638]]
[[5.]],[[2.47970014]]
[[5.]],[[2.37950442]]
[[4.]],[[2.41363422]]
[[5.]],[[2.51322538]]
[[2.]],[[2.26683179]]
[[5.]],[[2.51454984]]
[[4.]],[[2.49965685]]
[[5.]],[[2.52170609]]
[[5.]],[[2.53280041]]
[[4.]],[[2.45902263]]
[[5.]],[[2.50497884]]
[[5.]],[[2.53702637]]
[[4.]],[[2.5083065]]
[[4.]],[[2.50030204]]
[[5.]],[[2.50399448]]
[[5.]],[[2.53239135]]
[[4.]],[[2.42741265]]
[[4.]],[[2.47563362]]
[[4.]],[[2.51571722]]
[[5.]],[[2.4669144]]
[[5.]],[[2.51230167]]
[[5.]],[[2.45073846]]
[[5.]],[[2.45506667]]
[[5.]],[[2.53904339]]
[[5.]],[[2.52452456]]
[[3.]],[[2.43325166]]
[[5.]],[[2.53526549]]
[[3.]],[[2.51568992]]
[[5.]],[[2.43269539]]
[[5.]],[[2.40753363]]
[[5.]],[[2.51344298]]
[[4.]],[[2.42705432]]
[[4.]],[[2.42069148]]
[[5.]],[[2.54947184]]
[[4.]],[[2.4359449]]
[[4.]],[[2.47923743]]
[[3.]],[[2.55284734]]
[[4.]],[[2.51928942]]
[[5.]],[[2.53980773]]
[[5.]],[[2.55061483]]
[[4.]],[[2.47948932]]
[[5.]],[[2.46234961]]
[[5.]],[[2.4195038]]
[[5.]],[[2.42475916]]
[[4.]],[[2.48073993]]
[[5.]],[[2.52701582]]
[[2.]],[[2.30254659]]
[[4.]],[[2.53711358]]
[[5.]],[[2.54732187]]
[[5.]],[[2.4621783]]
[[3.]],[[2.42495591]]
[[4.]],[[2.44277379]]
[[4.]],[[2.46771569]]
[[5.]],[[2.47394783]]
[[5.]],[[2.49043561]]
[[5.]],[[2.53756547]]
[[3.]],[[2.51882685]]
[[5.]],[[2.44773486]]
[[5.]],[[2.32279954]]
[[2.]],[[2.54839476]]
[[4.]],[[2.45308107]]
[[5.]],[[2.52662485]]
[[5.]],[[2.43382533]]
[[5.]],[[2.48272002]]
[[5.]],[[2.53497171]]
[[5.]],[[2.54468779]]
[[5.]],[[2.5539913]]
[[5.]],[[2.55872963]]
[[4.]],[[2.53937618]]
[[4.]],[[2.54631485]]
[[2.]],[[2.47553864]]
[[4.]],[[2.52891267]]
[[5.]],[[2.4843571]]
[[5.]],[[2.49775126]]
[[5.]],[[2.51906518]]
[[3.]],[[2.48566089]]
[[4.]],[[2.45283002]]
[[4.]],[[2.53907303]]
[[4.]],[[2.49715679]]
[[5.]],[[2.61207836]]
[[4.]],[[2.4760857]]
[[4.]],[[2.50566572]]
[[5.]],[[2.43840658]]
[[4.]],[[2.52501773]]
[[4.]],[[2.45201287]]
[[2.]],[[2.35112513]]
[[4.]],[[2.49769536]]
[[3.]],[[2.46920906]]
[[4.]],[[2.44760445]]
[[4.]],[[2.46739816]]
[[5.]],[[2.4159979]]
[[5.]],[[2.46760705]]
[[5.]],[[2.50027939]]
[[4.]],[[2.47186518]]
[[5.]],[[2.52466562]]
[[5.]],[[2.52847734]]
[[5.]],[[2.53861307]]
[[5.]],[[2.49914873]]
[[4.]],[[2.53070325]]
[[5.]],[[2.56931134]]
[[5.]],[[2.56613988]]
[[4.]],[[2.47180058]]
[[5.]],[[2.53070664]]
[[4.]],[[2.47539777]]
[[4.]],[[2.54519151]]
[[3.]],[[2.43285492]]
[[4.]],[[2.50407153]]
[[4.]],[[2.5469494]]
[[3.]],[[2.4545081]]
[[5.]],[[2.49265492]]
[[5.]],[[2.47524832]]
[[5.]],[[2.53083841]]
[[5.]],[[2.4870116]]
[[4.]],[[2.43389756]]
[[4.]],[[2.42648856]]
[[4.]],[[2.47869092]]
[[4.]],[[2.44223911]]
[[5.]],[[2.54597688]]
[[4.]],[[2.55371417]]
[[5.]],[[2.56336372]]
[[3.]],[[2.52529584]]
[[5.]],[[2.54457102]]
[[5.]],[[2.4537986]]
[[5.]],[[2.53281295]]
[[3.]],[[2.43440617]]
[[5.]],[[2.50396184]]
[[5.]],[[2.55323693]]
[[5.]],[[2.52534259]]
[[4.]],[[2.57513017]]
[[5.]],[[2.48077651]]
[[4.]],[[2.54708356]]
[[5.]],[[2.54007916]]
[[5.]],[[2.55984418]]
[[4.]],[[2.5010651]]
[[3.]],[[2.56931023]]
[[1.]],[[2.45655123]]
[[2.]],[[2.46251366]]
[[5.]],[[2.534347]]
[[5.]],[[2.46665115]]
[[5.]],[[2.57354587]]
[[5.]],[[2.46958701]]
[[5.]],[[2.48686712]]
[[4.]],[[2.52752378]]
[[5.]],[[2.56254011]]
[[5.]],[[2.61543636]]
[[4.]],[[2.50335904]]
[[4.]],[[2.52758047]]
[[4.]],[[2.44931214]]
[[3.]],[[2.45590677]]
[[4.]],[[2.47765835]]
[[5.]],[[2.5487865]]
[[4.]],[[2.54985775]]
[[3.]],[[2.56429088]]
[[5.]],[[2.56419236]]
[[4.]],[[2.50319504]]
[[5.]],[[2.44993008]]
[[4.]],[[2.51923391]]
[[5.]],[[2.53784541]]
[[4.]],[[2.52323587]]
[[5.]],[[2.53695029]]
[[4.]],[[2.46218196]]
[[5.]],[[2.49077429]]
[[4.]],[[2.54609045]]
[[5.]],[[2.5109647]]
[[3.]],[[2.5072537]]
[[4.]],[[2.55053479]]
[[3.]],[[2.44504518]]
[[1.]],[[2.45063127]]
[[3.]],[[2.53400131]]
[[5.]],[[2.4305746]]
[[3.]],[[2.4449851]]
[[5.]],[[2.5441117]]
[[4.]],[[2.47678697]]
[[5.]],[[2.44852684]]
[[4.]],[[2.48296621]]
[[5.]],[[2.51151594]]
[[4.]],[[2.47150597]]
[[5.]],[[2.58059292]]
[[3.]],[[2.48646231]]
[[4.]],[[2.52918193]]
[[4.]],[[2.44787519]]
[[5.]],[[2.509629]]
[[5.]],[[2.55811505]]
[[4.]],[[2.53628006]]
[[5.]],[[2.57260111]]
[[5.]],[[2.41498757]]
[[4.]],[[2.48522529]]
[[2.]],[[2.46984853]]
[[5.]],[[2.51159475]]
[[2.]],[[2.5094862]]
[[2.]],[[2.48302788]]
[[4.]],[[2.46678756]]
[[5.]],[[2.54647497]]
[[3.]],[[2.4447496]]
[[2.]],[[2.46674668]]
[[5.]],[[2.53441193]]
[[5.]],[[2.55556331]]
[[5.]],[[2.48143889]]
[[2.]],[[2.49908797]]
[[5.]],[[2.55244272]]
[[5.]],[[2.62421134]]
[[3.]],[[2.44152618]]
[[4.]],[[2.5233332]]
[[3.]],[[2.44969105]]
[[3.]],[[2.31879782]]
[[2.]],[[2.35750628]]
[[3.]],[[2.46099941]]
[[3.]],[[2.42674035]]
[[5.]],[[2.5111173]]
[[4.]],[[2.44815344]]
[[4.]],[[2.53753693]]
[[3.]],[[2.37149854]]
[[4.]],[[2.45853056]]
[[4.]],[[2.42781579]]
[[3.]],[[2.45445295]]
[[5.]],[[2.51437001]]
[[4.]],[[2.54704198]]
[[5.]],[[2.48409757]]
[[5.]],[[2.5745257]]
[[4.]],[[2.4485794]]
[[5.]],[[2.55148935]]
[[5.]],[[2.56637822]]
[[3.]],[[2.48200429]]
