[[0.77777778]],[[1.58442978]]
[[1.]],[[1.69189326]]
[[1.]],[[1.70511496]]
[[0.55555556]],[[1.65151995]]
[[0.77777778]],[[1.63448269]]
[[0.77777778]],[[1.71634418]]
[[1.]],[[1.47641676]]
[[1.]],[[1.6137021]]
[[1.]],[[1.71807842]]
[[0.66666667]],[[1.77702003]]
[[0.77777778]],[[1.7287354]]
[[0.55555556]],[[1.6617413]]
[[0.66666667]],[[1.66103987]]
[[0.77777778]],[[1.66979473]]
[[0.77777778]],[[1.68985926]]
[[0.88888889]],[[1.70140664]]
[[0.66666667]],[[1.70219964]]
[[0.88888889]],[[1.73984104]]
[[0.88888889]],[[1.70096463]]
[[0.33333333]],[[1.6933585]]
[[0.]],[[1.70568246]]
[[0.55555556]],[[1.75683519]]
[[0.66666667]],[[1.69154803]]
[[0.77777778]],[[1.71615346]]
[[0.44444444]],[[1.69422224]]
[[0.66666667]],[[1.78640233]]
[[0.66666667]],[[1.66645999]]
[[0.77777778]],[[1.68226497]]
[[0.88888889]],[[1.68397907]]
[[0.77777778]],[[1.75198233]]
[[0.77777778]],[[1.77396335]]
[[1.]],[[1.75927476]]
[[0.88888889]],[[1.7046112]]
[[0.66666667]],[[1.63399986]]
[[0.77777778]],[[1.7604812]]
[[0.88888889]],[[1.72746868]]
[[0.77777778]],[[1.75087306]]
[[0.77777778]],[[1.63395549]]
[[0.88888889]],[[1.70842348]]
[[0.88888889]],[[1.77408515]]
[[1.]],[[1.73181678]]
[[0.77777778]],[[1.67179067]]
[[0.88888889]],[[1.72558487]]
[[0.55555556]],[[1.68562078]]
[[1.]],[[1.74909816]]
[[0.88888889]],[[1.72944671]]
[[0.77777778]],[[1.77689768]]
[[0.77777778]],[[1.76638826]]
[[0.66666667]],[[1.73583559]]
[[1.]],[[1.70983541]]
[[1.]],[[1.75986822]]
[[0.77777778]],[[1.77611485]]
[[0.66666667]],[[1.65465029]]
[[1.]],[[1.75206573]]
[[0.77777778]],[[1.77654847]]
[[0.55555556]],[[1.59408759]]
[[0.66666667]],[[1.71617438]]
[[0.44444444]],[[1.7057276]]
[[0.88888889]],[[1.77136215]]
[[0.66666667]],[[1.77488144]]
[[0.]],[[1.7321783]]
[[0.66666667]],[[1.72195771]]
[[1.]],[[1.58486224]]
[[0.88888889]],[[1.75043878]]
[[0.88888889]],[[1.74452142]]
[[0.55555556]],[[1.74430629]]
[[0.88888889]],[[1.77169156]]
[[0.77777778]],[[1.72032076]]
[[0.66666667]],[[1.65585007]]
[[0.55555556]],[[1.71099666]]
[[0.88888889]],[[1.68155901]]
[[0.11111111]],[[1.56659665]]
[[0.66666667]],[[1.77059008]]
[[0.55555556]],[[1.70549965]]
[[0.77777778]],[[1.7915699]]
[[0.88888889]],[[1.77218228]]
[[0.88888889]],[[1.76091609]]
[[0.66666667]],[[1.73920577]]
[[0.22222222]],[[1.7041345]]
[[0.88888889]],[[1.74780895]]
[[0.44444444]],[[1.72360085]]
[[0.88888889]],[[1.69267306]]
[[0.77777778]],[[1.76691461]]
[[0.88888889]],[[1.74057606]]
[[1.]],[[1.69931042]]
[[1.]],[[1.79259924]]
[[1.]],[[1.77863923]]
[[0.77777778]],[[1.71594451]]
[[0.77777778]],[[1.77748482]]
[[0.77777778]],[[1.68028842]]
[[0.66666667]],[[1.67531553]]
[[0.77777778]],[[1.77939761]]
[[0.66666667]],[[1.78755738]]
[[0.66666667]],[[1.68670157]]
[[0.77777778]],[[1.69020692]]
[[0.66666667]],[[1.78530236]]
[[1.]],[[1.75744064]]
[[0.88888889]],[[1.68203311]]
[[1.]],[[1.82511923]]
[[0.11111111]],[[1.80073293]]
[[0.77777778]],[[1.80727568]]
[[1.]],[[1.74074965]]
[[0.66666667]],[[1.80532851]]
[[0.77777778]],[[1.72555752]]
[[0.66666667]],[[1.79875828]]
[[0.77777778]],[[1.70984818]]
[[0.44444444]],[[1.63877478]]
[[0.44444444]],[[1.66048305]]
[[0.55555556]],[[1.75582991]]
[[0.66666667]],[[1.78244505]]
[[0.77777778]],[[1.8310717]]
[[0.33333333]],[[1.65128011]]
[[0.77777778]],[[1.72110832]]
[[0.77777778]],[[1.71862577]]
[[0.55555556]],[[1.74887776]]
[[0.66666667]],[[1.77842429]]
[[0.66666667]],[[1.76288957]]
[[1.]],[[1.79598309]]
[[1.]],[[1.78358252]]
[[0.66666667]],[[1.76737372]]
[[0.66666667]],[[1.73044711]]
[[0.77777778]],[[1.79271601]]
[[0.77777778]],[[1.80765289]]
[[0.77777778]],[[1.75476634]]
[[0.66666667]],[[1.74300445]]
[[0.88888889]],[[1.79693434]]
[[0.55555556]],[[1.7782745]]
[[0.77777778]],[[1.80411816]]
[[0.77777778]],[[1.72020558]]
[[1.]],[[1.77806511]]
[[0.88888889]],[[1.81029405]]
[[0.88888889]],[[1.80821491]]
[[0.88888889]],[[1.79650678]]
[[0.66666667]],[[1.81664922]]
[[0.55555556]],[[1.68912589]]
[[0.77777778]],[[1.85153152]]
[[1.]],[[1.8182237]]
[[1.]],[[1.80365039]]
[[0.55555556]],[[1.8311763]]
[[0.77777778]],[[1.77622266]]
[[0.66666667]],[[1.76130497]]
[[1.]],[[1.76235624]]
[[0.88888889]],[[1.76275251]]
[[1.]],[[1.77422008]]
[[0.66666667]],[[1.80349972]]
[[0.88888889]],[[1.76334657]]
[[0.88888889]],[[1.79710766]]
[[0.88888889]],[[1.7300573]]
[[0.77777778]],[[1.78185667]]
[[0.11111111]],[[1.77413917]]
[[0.77777778]],[[1.78422028]]
[[0.77777778]],[[1.7918912]]
[[0.55555556]],[[1.76084995]]
[[0.66666667]],[[1.82910633]]
[[0.77777778]],[[1.78127456]]
[[0.66666667]],[[1.79523198]]
[[1.]],[[1.77636156]]
[[0.88888889]],[[1.81664904]]
[[0.88888889]],[[1.85698585]]
[[0.66666667]],[[1.82298216]]
[[0.11111111]],[[1.76628123]]
[[1.]],[[1.77814225]]
[[0.77777778]],[[1.7783344]]
[[0.77777778]],[[1.80396588]]
[[0.66666667]],[[1.83689984]]
[[0.77777778]],[[1.8456267]]
[[0.66666667]],[[1.80088115]]
[[0.66666667]],[[1.79934129]]
[[0.77777778]],[[1.83928054]]
[[1.]],[[1.8293613]]
[[0.55555556]],[[1.81277775]]
[[1.]],[[1.78886296]]
[[0.22222222]],[[1.82851401]]
[[0.77777778]],[[1.81121405]]
[[0.77777778]],[[1.81803879]]
[[0.66666667]],[[1.81305439]]
[[0.66666667]],[[1.84320098]]
[[0.77777778]],[[1.83804508]]
[[0.77777778]],[[1.82875143]]
[[1.]],[[1.87492766]]
[[0.77777778]],[[1.91197537]]
[[1.]],[[1.92623538]]
[[1.]],[[1.77417438]]
[[0.88888889]],[[1.81547683]]
[[1.]],[[1.82600809]]
[[1.]],[[1.7481959]]
[[0.88888889]],[[1.80045301]]
[[0.88888889]],[[1.77480938]]
[[1.]],[[1.84452727]]
[[0.88888889]],[[1.80143758]]
[[1.]],[[1.86788008]]
[[0.88888889]],[[1.82252211]]
[[0.33333333]],[[1.80540152]]
[[0.33333333]],[[1.8491128]]
[[0.33333333]],[[1.7256711]]
[[0.44444444]],[[1.82542148]]
[[0.44444444]],[[1.85134447]]
[[0.55555556]],[[1.81295188]]
[[0.88888889]],[[1.81006944]]
[[0.77777778]],[[1.80599954]]
[[0.77777778]],[[1.84901145]]
[[1.]],[[1.84056301]]
[[0.33333333]],[[1.79682667]]
[[1.]],[[1.76817585]]
[[0.77777778]],[[1.84138689]]
[[0.55555556]],[[1.81560816]]
[[1.]],[[1.77674184]]
[[1.]],[[1.85051757]]
[[0.44444444]],[[1.84075425]]
[[0.22222222]],[[1.7499252]]
[[0.66666667]],[[1.78206251]]
[[1.]],[[1.80327165]]
[[0.66666667]],[[1.71548105]]
[[0.55555556]],[[1.73029387]]
[[0.44444444]],[[1.66690906]]
[[0.77777778]],[[1.84736231]]
